Name,team,salary,position,years,height,weight,bloodType,throw.by,batting.by,birth.place,birth.day,背番号,打率,試合,打席数,打数,安打,本塁打,打点,盗塁,四球,死球,三振,犠打,併殺打,出塁率,長打率,OPS,RC27,XR27,防御率,勝利,敗北,セーブ,ホールド,勝率,打者,投球回,被安打,被本塁打,与四球,与死球,奪三振,失点,自責点,WHIP,DIPS
巽　大介,Giants,420,投手,5,183,86,AB型,左,左,鳥取,1997-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
山上　信吾,Giants,280,投手,3,183,75,不明,右,右,群馬,1999-09-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
大竹　寛,Giants,5000,投手,19,184,96,B型,右,右,埼玉,1983-05-21,17,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.59,1,2,0,16,0.333,100,24.1,20,3,9,1,16,9,7,1.19,4.64
菅野　智之,Giants,65000,投手,8,186,92,A型,右,右,神奈川,1989-10-11,18,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.97,14,2,0,0,0.875,532,137.1,97,8,25,7,131,33,30,0.89,2.67
田中　豊樹,Giants,420,投手,5,180,98,AB型,右,右,佐賀,1993-12-01,19,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.88,1,1,0,1,0.5,133,27.2,32,4,18,3,21,19,15,1.81,5.65
田中　優大,Giants,330,投手,3,185,81,B型,右,右,山形,1999-09-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
橋本　篤郎,Giants,310,投手,5,179,85,B型,左,左,熊本,1998-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
サンチェス,Giants,34000,投手,1,185,88,不明,右,右,ドミニカ共和国,1989-11-28,20,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.08,8,4,0,0,0.667,363,87.2,74,8,34,0,59,35,30,1.23,4.09
岩隈　久志,Giants,2000,投手,14,190,95,AB型,右,右,東京,1981-04-12,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
黒田　響生,Giants,265,内野手,2,183,80,B型,右,右,福井,2000-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
荒井　颯太,Giants,270,外野手,3,190,98,A型,右,右,新潟,1999-09-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
小林　誠司,Giants,10000,捕手,7,178,86,O型,右,右,大阪,1989-06-07,22,0.056,10,21,18,1,0,0,0,0,2,4,1,0,0.15,0.056,0.206,-0.83,-0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
與那原　大剛,Giants,420,投手,5,189,90,A型,右,右,沖縄,1998-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
野上　亮磨,Giants,15000,投手,12,177,77,A型,右,右,福岡,1987-06-15,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
大城　卓三,Giants,3500,捕手,3,187,90,B型,右,左,沖縄,1993-02-11,24,0.27,93,308,274,74,9,41,1,30,0,82,1,1,0.339,0.412,0.751,5.31,5.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
岡本　和真,Giants,14000,内野手,6,185,96,A型,右,右,奈良,1996-06-30,25,0.275,118,500,440,121,31,97,2,55,5,85,0,10,0.362,0.545,0.907,6.93,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ラモス,Giants,260,投手,2,185,86,不明,右,右,ドミニカ共和国,1996-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
髙橋　優貴,Giants,2400,投手,2,178,82,B型,左,左,茨城,1997-02-01,26,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,1,3,0,2,0.25,101,23,22,2,12,0,23,12,11,1.48,3.82
炭谷　銀仁朗,Giants,15000,捕手,15,181,98,O型,右,右,京都,1987-07-19,27,0.18,56,114,100,18,1,7,0,8,2,23,3,3,0.252,0.23,0.482,1.46,1.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
田口　麗斗,Giants,8500,投手,7,171,83,B型,左,左,広島,1995-09-14,28,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.63,5,7,1,2,0.417,379,89.1,91,10,26,5,58,48,46,1.31,4.25
吉川　尚輝,Giants,2300,内野手,4,177,78,A型,右,左,岐阜,1995-02-08,29,0.274,112,389,354,97,8,32,11,30,3,60,2,6,0.336,0.398,0.734,4.87,4.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
鍵谷　陽平,Giants,4500,投手,8,178,86,O型,右,右,北海道,1990-09-23,30,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.89,3,1,0,13,0.75,148,37.1,25,2,13,1,40,12,12,1.02,2.72
畠　世周,Giants,1630,投手,4,186,82,AB型,右,左,広島,1994-05-31,31,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.88,4,4,0,0,0.5,265,65.2,47,5,23,4,49,22,21,1.07,3.85
堀田　賢慎,Giants,800,投手,1,185,80,O型,右,右,岩手,2001-05-21,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
太田　龍,Giants,1200,投手,1,190,94,O型,右,右,鹿児島,1998-11-15,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
桜井　俊貴,Giants,3000,投手,5,182,89,AB型,右,右,兵庫,1993-10-21,35,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.95,2,4,0,4,0.333,281,63.2,68,15,21,5,43,37,35,1.4,6.01
石川　慎吾,Giants,2400,外野手,9,178,80,O型,右,右,大阪,1993-04-27,36,0.244,43,47,45,11,2,7,0,2,0,12,0,1,0.277,0.4,0.677,3.59,3.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
若林　晃弘,Giants,1900,内野手,3,180,77,A型,右,両,東京,1993-08-26,37,0.247,76,159,146,36,2,14,2,8,1,32,3,6,0.288,0.342,0.631,2.55,2.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
岸田　行倫,Giants,1100,捕手,3,176,80,A型,右,右,兵庫,1996-10-10,38,0.302,34,48,43,13,1,5,0,3,0,16,1,4,0.34,0.442,0.782,3.9,3.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
立岡　宗一郎,Giants,2000,外野手,12,181,82,A型,右,左,熊本,1990-05-18,39,0.261,29,27,23,6,1,4,1,4,0,6,0,1,0.37,0.478,0.849,6.14,5.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
古川　侑利,Giants,1600,投手,7,178,86,AB型,右,右,佐賀,1995-09-08,40,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.57,0,0,0,0,0,26,4.2,12,1,1,0,4,6,6,2.79,4.19
中川　皓太,Giants,5500,投手,5,183,86,A型,左,左,大阪,1994-02-24,41,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,6,15,0.667,139,36,24,1,10,1,26,4,4,0.94,2.7
メルセデス,Giants,1100,投手,4,188,82,不明,左,両,ドミニカ共和国,1994-03-08,42,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,4,4,0,0,0.5,243,58,53,5,19,2,45,20,20,1.24,3.67
重信　慎之介,Giants,3500,外野手,5,173,74,A型,右,左,千葉,1993-04-17,43,0.256,60,96,90,23,1,6,5,6,0,33,0,1,0.302,0.367,0.669,4.05,3.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
モタ,Giants,550,外野手,2,188,98,不明,右,右,ドミニカ共和国,1996-01-03,44,0.222,9,11,9,2,1,4,1,2,0,3,0,0,0.364,0.556,0.919,8.09,8.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
今村　信貴,Giants,2800,投手,9,180,88,AB型,左,左,大阪,1994-03-15,45,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.16,5,2,0,0,0.714,260,62.2,53,8,21,2,55,23,22,1.18,4.13
鍬原　拓也,Giants,1650,投手,3,178,85,A型,右,右,奈良,1996-03-26,46,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.43,1,0,0,0,1,32,7,6,0,5,1,6,5,5,1.57,3.98
藤岡　貴裕,Giants,2500,投手,9,182,93,AB型,左,左,群馬,1989-07-17,47,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.12,0,0,0,0,0,39,8.2,7,1,6,1,6,3,3,1.5,5.31
ウィーラー,Giants,20000,内野手,6,178,100,不明,右,右,アメリカ,1987-01-16,48,0.247,98,288,263,65,12,36,3,22,2,47,0,6,0.309,0.418,0.727,4.25,4.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ビエイラ,Giants,5500,投手,1,193,113,不明,右,右,ブラジル,1993-01-07,49,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.28,0,1,0,2,0,118,24.2,27,3,17,2,29,9,9,1.78,4.54
戸根　千明,Giants,2000,投手,6,174,100,A型,左,左,京都,1992-10-17,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
田中　俊太,Giants,1700,内野手,3,178,82,O型,右,左,神奈川,1993-08-18,51,0.265,48,78,68,18,1,6,2,8,1,15,0,0,0.346,0.368,0.714,5.27,5.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
北村　拓己,Giants,860,内野手,3,181,85,A型,右,右,石川,1995-08-29,52,0.227,57,88,75,17,2,10,0,10,1,24,2,2,0.326,0.333,0.659,3.62,3.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
高梨　雄平,Giants,4800,投手,4,175,81,O型,左,左,埼玉,1992-07-13,53,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.93,1,1,2,21,0.5,141,37.1,17,2,13,6,37,10,8,0.8,3.36
直江　大輔,Giants,570,投手,2,184,77,A型,右,右,長野,2000-06-20,54,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,0,49,12,10,2,3,1,11,4,4,1.08,4.45
山本　泰寛,Giants,2600,内野手,5,176,76,B型,右,右,東京,1993-10-10,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
高木　京介,Giants,3000,投手,9,183,90,AB型,左,左,石川,1989-09-05,57,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.65,0,1,1,4,0,49,12.1,11,1,2,0,12,5,5,1.05,2.71
宮國　椋丞,Giants,2740,投手,10,186,92,B型,右,右,沖縄,1992-04-17,58,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.33,0,0,0,0,0,109,25.1,27,5,8,0,22,15,15,1.38,4.78
松原　聖弥,Giants,600,外野手,4,173,72,O型,右,左,大阪,1995-01-26,59,0.263,86,313,278,73,3,19,12,29,0,71,4,4,0.33,0.371,0.701,4.55,4.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
菊田　拡和,Giants,600,内野手,1,182,94,B型,右,右,茨城,2001-07-23,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
増田　陸,Giants,650,内野手,2,178,85,A型,右,右,大阪,2000-06-17,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
横川　凱,Giants,580,投手,2,190,95,B型,左,左,滋賀,2000-08-30,62,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.59,0,0,0,0,0,20,5.2,4,1,1,0,2,1,1,0.88,5.24
田原　誠次,Giants,3200,投手,9,181,85,A型,右,左,宮崎,1989-09-02,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
大江　竜聖,Giants,620,投手,4,173,78,A型,左,左,神奈川,1999-01-15,64,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.11,3,0,0,9,1,156,37.2,21,5,22,5,30,15,13,1.14,5.32
松井　義弥,Giants,520,内野手,2,191,90,A型,右,左,福岡,2000-06-18,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
村上　海斗,Giants,710,外野手,3,189,95,B型,右,右,京都,1995-07-07,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
山瀬　慎之助,Giants,540,捕手,1,177,82,B型,右,右,石川,2001-05-04,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
香月　一也,Giants,650,内野手,6,176,83,A型,右,左,福岡,1996-04-16,68,0,8,9,9,0,0,0,0,0,0,2,0,1,0,0,0,-3.37,-3.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
パーラ,Giants,16200,外野手,1,180,95,不明,左,左,ベネズエラ,1987-05-06,88,0.267,47,154,146,39,4,13,0,8,0,35,0,6,0.305,0.384,0.689,3.38,3.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
井上　温大,Giants,540,投手,1,175,72,B型,左,左,群馬,2001-05-13,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
沼田　翔平,Giants,260,投手,2,175,65,AB型,右,右,北海道,2000-06-24,92,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.38,0,0,0,0,0,23,4.1,6,1,4,0,3,5,5,2.31,7.5
湯浅　大,Giants,550,内野手,3,172,70,A型,右,右,群馬,2000-01-24,93,0,13,9,7,0,0,0,2,1,0,3,1,0,0.125,0,0.125,-0.05,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
加藤　脩平,Giants,460,外野手,4,178,79,O型,右,左,静岡,1999-03-28,94,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-2.92,-2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
堀岡　隼人,Giants,460,投手,4,183,87,O型,右,右,神奈川,1998-09-11,95,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.82,0,0,0,1,0,62,12.2,16,2,8,0,11,13,11,1.89,5.33
ディプラン,Giants,260,投手,1,190,81,不明,右,右,ドミニカ共和国,1993-12-30,96,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.29,0,0,0,0,0,16,2.1,7,3,2,1,2,5,5,3.86,21.98
伊藤　海斗,Giants,540,外野手,1,187,88,A型,左,左,山形,2001-04-02,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ウレーニャ,Giants,260,内野手,1,183,79,不明,右,右,ドミニカ共和国,1999-05-27,98,0.167,11,20,18,3,0,0,0,2,0,8,0,0,0.25,0.167,0.417,1.14,1.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
山下　航汰,Giants,600,外野手,2,174,83,O型,右,左,大阪,2000-11-15,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
髙松　渡,Dragons,600,内野手,3,176,65,A型,右,左,兵庫,1999-07-02,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
京田　陽太,Dragons,6400,内野手,4,184,83,O型,右,左,石川,1994-04-20,1,0.247,120,491,442,109,5,29,8,27,6,80,15,4,0.298,0.348,0.647,3.57,3.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
石川　昂弥,Dragons,1500,内野手,1,185,93,O型,右,右,愛知,2001-06-22,2,0.222,14,41,36,8,0,1,0,3,1,12,1,1,0.3,0.278,0.578,2.6,2.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
高橋　周平,Dragons,6000,内野手,9,180,85,O型,右,左,神奈川,1994-01-18,3,0.305,108,438,394,120,7,46,1,39,2,70,0,13,0.368,0.426,0.794,5.52,5.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
藤井　淳志,Dragons,4200,外野手,15,183,82,O型,右,両,愛知,1981-05-20,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
阿部　寿樹,Dragons,3000,内野手,5,185,80,B型,右,右,岩手,1989-12-03,5,0.257,115,459,421,108,13,61,2,30,1,92,5,21,0.306,0.409,0.715,3.58,3.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
平田　良介,Dragons,18000,外野手,15,177,87,B型,右,右,大阪,1988-03-23,6,0.235,55,193,166,39,3,17,0,24,2,33,0,4,0.337,0.331,0.668,3.89,3.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
根尾　昂,Dragons,1300,内野手,2,177,80,O型,右,左,岐阜,2000-04-19,7,0.087,9,25,23,2,0,0,0,2,0,7,0,0,0.16,0.087,0.247,-0.66,-0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
大島　洋平,Dragons,25000,外野手,11,176,75,A型,左,左,愛知,1985-11-09,8,0.316,118,525,462,146,1,30,16,47,4,51,9,5,0.382,0.381,0.763,5.64,5.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
石川　駿,Dragons,600,内野手,6,178,82,A型,右,右,滋賀,1990-05-26,9,0.3,11,13,10,3,0,2,0,1,2,3,0,0,0.462,0.5,0.962,9.68,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
小笠原　慎之介,Dragons,1900,投手,5,180,95,A型,左,左,神奈川,1997-10-08,11,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.11,1,3,0,0,0.25,85,19,22,4,8,1,16,17,15,1.58,5.59
田島　慎二,Dragons,4250,投手,9,181,84,B型,右,右,愛知,1989-12-21,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
橋本　侑樹,Dragons,1200,投手,1,180,71,A型,左,左,福井,1998-01-08,13,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.41,0,0,0,0,0,80,17,20,3,13,1,13,15,14,1.94,6.36
谷元　圭介,Dragons,6000,投手,12,167,72,A型,右,右,三重,1985-01-28,14,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,1,3,0,13,0.25,122,30,20,3,13,0,21,13,12,1.1,4.22
又吉　克樹,Dragons,4950,投手,7,181,74,A型,右,右,沖縄,1990-11-04,16,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.77,4,0,0,7,1,105,26,22,2,8,1,18,8,8,1.15,3.66
柳　裕也,Dragons,4500,投手,4,180,85,A型,右,右,宮崎,1994-04-22,17,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,6,7,0,0,0.462,365,85,87,10,29,6,88,38,34,1.36,3.71
吉見　一起,Dragons,9000,投手,15,182,90,A型,右,右,京都,1984-09-19,19,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,1,2,0,0,0.333,77,17.2,21,6,3,2,10,11,11,1.36,7.25
岡田　俊哉,Dragons,4200,投手,11,178,67,A型,左,左,和歌山,1991-12-05,21,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.88,2,2,3,3,0.5,112,24,28,3,14,0,27,20,13,1.75,4
大野　雄大,Dragons,13000,投手,10,183,83,O型,左,左,京都,1988-09-26,22,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.82,11,6,0,0,0.647,559,148.2,106,13,23,0,148,33,30,0.87,2.69
遠藤　一星,Dragons,1400,外野手,6,182,83,O型,右,左,東京,1989-03-23,23,0.219,65,87,73,16,0,4,0,6,3,12,4,1,0.301,0.233,0.534,2.27,2.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
福谷　浩司,Dragons,1800,投手,8,183,90,B型,右,右,愛知,1991-01-09,24,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.64,8,2,0,0,0.8,359,92,81,7,13,1,72,27,27,1.02,3
佐藤　優,Dragons,1700,投手,5,187,85,O型,右,左,宮城,1993-06-29,25,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.18,0,0,0,4,0,77,16.2,18,2,6,2,12,18,17,1.44,4.68
井領　雅貴,Dragons,1100,外野手,6,174,82,O型,右,左,千葉,1989-11-04,26,0.2,79,155,135,27,0,12,0,18,0,24,2,4,0.294,0.222,0.516,2.02,2.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
大野　奨太,Dragons,7450,捕手,12,177,78,O型,右,右,岐阜,1987-01-13,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
梅津　晃大,Dragons,1500,投手,2,187,90,B型,右,右,宮城,1996-10-24,28,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.74,2,3,0,0,0.4,184,43.1,39,4,19,1,43,22,18,1.34,3.58
山井　大介,Dragons,4650,投手,19,179,86,A型,右,右,大阪,1978-05-10,29,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,0,0,0,0,42,8,12,1,5,1,5,8,8,2.13,5.75
阿知羅　拓馬,Dragons,800,投手,7,190,95,B型,右,右,大阪,1992-11-20,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
渡辺　勝,Dragons,700,外野手,5,172,80,A型,右,左,神奈川,1993-10-14,31,0.2,19,16,15,3,0,0,0,1,0,6,0,0,0.25,0.2,0.45,1.44,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
